date,time,players
10-16,09:50:00,438315
10-16,10:00:00,444291
10-16,10:10:00,450791
10-16,10:20:00,457921
10-16,10:30:00,466852
10-16,10:40:00,477627
10-16,10:50:00,481676
10-16,11:00:00,487396
10-16,11:10:00,502580
10-16,11:20:00,517222
10-16,11:30:00,526110
10-16,11:40:00,540393
10-16,11:50:00,550086
10-16,12:00:00,563872
10-16,12:10:00,577268
10-16,12:20:00,589466
10-16,12:30:00,589662
10-16,12:40:00,610372
10-16,12:50:00,622167
10-16,13:00:00,630871
10-16,13:10:00,648337
10-16,13:20:00,662183
10-16,13:30:00,671250
10-16,13:40:00,682010
10-16,13:50:00,688792
10-16,14:00:00,698695
10-16,14:10:00,705996
10-16,14:20:00,702467
10-16,14:30:00,715478
10-16,14:40:00,721079
10-16,14:50:00,716897
10-16,15:00:00,712906
10-16,15:10:00,721410
10-16,15:20:00,727884
10-16,15:30:00,728859
10-16,15:40:00,725144
10-16,15:50:00,721546
10-16,16:00:00,719491
10-16,16:10:00,715160
10-16,16:20:00,711046
10-16,16:30:00,707872
10-16,16:40:00,707081
10-16,16:50:00,703647
10-16,17:00:00,701051
10-16,17:10:00,700618
10-16,17:20:00,701812
10-16,17:30:00,699694
10-16,17:40:00,694758
10-16,17:50:00,692595
10-16,18:00:00,692250
10-16,18:10:00,688099
10-16,18:20:00,688187
10-16,18:30:00,668316
10-16,18:40:00,674392
10-16,18:50:00,667755
10-16,19:00:00,659601
10-16,19:10:00,654458
10-16,19:20:00,652207
10-16,19:30:00,645440
10-16,19:40:00,639623
10-16,19:50:00,629037
10-16,20:00:00,618095
10-16,20:10:00,610554
10-16,20:20:00,600682
10-16,20:30:00,587157
10-16,20:40:00,574944
10-16,20:50:00,560540
10-16,21:00:00,542221
10-16,21:10:00,529164
10-16,21:20:00,527101
10-16,21:30:00,500272
10-16,21:40:00,490233
10-16,21:50:00,482726
10-16,22:00:00,473709
10-16,22:10:00,460671
10-16,22:20:00,454341
10-16,22:30:00,444756
10-16,22:40:00,436873
10-16,22:50:00,426802
10-16,23:00:00,414241
10-16,23:10:00,403179
10-16,23:20:00,404698
10-16,23:30:00,399851
10-16,23:40:00,380705
10-16,23:50:00,382645
10-17,00:00:00,383491
10-17,00:10:00,378112
10-17,00:20:00,380582
10-17,00:30:00,380833
10-17,00:40:00,381022
10-17,00:50:00,373746
10-17,01:00:00,371648
10-17,01:10:00,370589
10-17,01:20:00,378911
10-17,01:30:00,383007
10-17,01:40:00,385116
10-17,01:50:00,385138
10-17,02:00:00,386874
10-17,02:10:00,388829
10-17,02:20:00,393373
