date,time,players
10-16,20:00:00,82622
10-16,20:10:00,80949
10-16,20:20:00,79167
10-16,20:30:00,78463
10-16,20:40:00,77337
10-16,20:50:00,76318
10-16,21:00:00,78031
10-16,21:10:00,78411
10-16,21:20:00,77329
10-16,21:30:00,76481
10-16,21:40:00,70495
10-16,21:50:00,69662
10-16,22:00:00,71554
10-16,22:10:00,72684
10-16,22:20:00,71752
10-16,22:30:00,71094
10-16,22:40:00,67325
10-16,22:50:00,66104
10-16,23:00:00,68407
10-16,23:10:00,68241
10-16,23:20:00,67431
10-16,23:30:00,67480
10-16,23:40:00,64260
10-16,23:50:00,64225
10-17,00:00:00,67331
10-17,00:10:00,68724
10-17,00:20:00,69293
10-17,00:30:00,69803
10-17,00:40:00,68747
10-17,00:50:00,69503
10-17,01:00:00,73757
10-17,01:10:00,75753
10-17,01:20:00,77066
10-17,01:30:00,77400
10-17,01:40:00,76631
10-17,01:50:00,77762
10-17,02:00:00,81531
10-17,02:10:00,83587
10-17,02:20:00,84785
10-17,02:30:00,85362
10-17,02:40:00,83359
10-17,02:50:00,84489
10-17,03:00:00,84827
10-17,03:10:00,85754
10-17,03:20:00,86099
10-17,03:30:00,86454
10-17,03:40:00,83852
10-17,03:50:00,84179
10-17,04:00:00,86612
10-17,04:10:00,87395
10-17,04:20:00,87939
10-17,04:30:00,88080
10-17,04:40:00,85923
10-17,04:50:00,86474
10-17,05:00:00,89181
10-17,05:10:00,89913
10-17,05:20:00,90130
10-17,05:30:00,89769
10-17,05:40:00,88068
10-17,05:50:00,88687
10-17,06:00:00,92070
10-17,06:10:00,93586
10-17,06:20:00,94175
10-17,06:30:00,94689
10-17,06:40:00,93352
10-17,06:50:00,94113
10-17,07:00:00,97780
10-17,07:10:00,98814
10-17,07:20:00,99684
10-17,07:30:00,100051
10-17,07:40:00,97539
10-17,07:50:00,98275
10-17,08:00:00,101728
10-17,08:10:00,102532
10-17,08:20:00,103286
10-17,08:30:00,103335
10-17,08:40:00,101586
10-17,08:50:00,102231
10-17,09:00:00,104910
10-17,09:10:00,104807
10-17,09:20:00,105166
10-17,09:30:00,105162
10-17,09:40:00,102205
10-17,09:50:00,102769
10-17,10:00:00,105243
10-17,10:10:00,104504
